Owner,Location,PILOT Parcel No,Underlying Parcel Number,Begin Date,End Date,Assmt Taxes,PILOT Contract Amt,PILOT Debt Service Amt,Difference
CEVA - INGRAM MICRO,3820 MICRO,IDB0000M000010,M0125000004730,11/19/2010,09/28/2026,"$364,482","$50,530","$80,386","-$233,566"
